Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,lon,lat
02/04/2015 08:00:00 AM,049XX W SUPERIOR ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2015,-87.74948414,41.894023701
12/17/2021 11:30:00 AM,006XX N PINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2021,-87.763455165,41.892032955
09/09/2023 09:30:00 PM,003XX E LOWER WACKER DR,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),42,32,2023,-87.619870013,41.887890902
01/11/2006 10:00:00 AM,028XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,27,2006,-87.69695249,41.880157851
07/05/2010 10:55:00 AM,010XX W 111TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,75,2010,-87.648273251,41.692283704
01/28/2008 11:00:00 PM,009XX E 84TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,44,2008,-87.602079811,41.742167934
01/18/2010 08:00:00 AM,021XX W 51ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,61,2010,-87.677661735,41.801192888
12/15/2015 11:30:00 AM,046XX W 64TH ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,13,64,2015,-87.739129777,41.776647527
01/08/2013 10:00:00 PM,034XX N CENTRAL PARK AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,35,21,2013,-87.717522245,41.943362661
09/20/2003 09:45:00 PM,013XX S MILLARD AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,24,29,2003,-87.716569511,41.864046352
04/06/2012 03:00:00 AM,003XX S CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,2,28,2012,-87.688742906,41.876747617
05/09/2003 11:39:51 AM,038XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),30,23,2003,-87.723247929,41.909921897
03/02/2010 10:30:00 PM,022XX N KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,20,2010,-87.731572644,41.92127755
11/17/2001 10:30:00 PM,077XX S CONSTANCE AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.579564693,41.754259276
03/07/2019 07:00:00 PM,050XX W AINSLIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45,11,2019,-87.75338568,41.969786844
04/18/2006 06:30:00 PM,019XX W 60TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,67,2006,-87.671928795,41.784834261
03/30/2013 07:00:00 PM,046XX N KARLOV AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,14,2013,-87.730362071,41.96475884
01/13/2018 01:00:00 AM,063XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,69,2018,-87.615617777,41.780110888
02/26/2020 05:00:00 AM,016XX W CONGRESS PKWY,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,27,28,2020,-87.667906709,41.875155116
04/27/2023 12:01:00 AM,015XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),32,24,2023,-87.66688431,41.910643177
11/19/2017 10:00:00 PM,012XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,24,2017,-87.690736024,41.903570031
04/11/2003 08:00:00 AM,015XX E 76TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,43,2003,-87.587684514,41.75693032
02/05/2014 11:00:00 PM,119XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),9,53,2014,-87.620471921,41.676735364
06/13/2007 09:25:00 AM,016XX W 32ND ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,11,59,2007,-87.666507984,41.835555607
06/02/2006 09:00:00 PM,041XX N KEYSTONE AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,39,16,2006,-87.729283695,41.955914068
02/27/2003 02:00:00 AM,037XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,12,58,2003,-87.704473062,41.825061596
11/30/2018 10:00:00 PM,031XX W GEORGE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33,21,2018,-87.706591777,41.933863398
01/21/2023 02:00:00 AM,010XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,23,2023,-87.726208426,41.899514976
07/19/2002 08:00:00 AM,013XX S WOOD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,28,2002,-87.671292647,41.864784953
06/29/2004 09:30:00 PM,103XX S DOTY AVE E,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE-GARAGE,10,51,2004,-87.580708771,41.707756212
10/07/2024 03:00:00 PM,064XX S LOCKWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,64,2024,-87.754454011000007,41.77588052
09/21/2001 03:25:00 PM,060XX S HALSTED ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,NA,NA,2001,-87.64506756,41.785118303
05/24/2011 11:00:00 PM,015XX N WOOD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),1,24,2011,-87.672540917,41.909325707
07/12/2008 12:00:00 PM,066XX S KOLIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,65,2008,-87.731142002,41.77263768
12/12/2008 11:10:00 PM,065XX S ROCKWELL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,66,2008,-87.688403259,41.774568218
02/26/2004 10:00:00 AM,080XX S STONY ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,8,45,2004,-87.585499824,41.748749085
04/18/2007 12:00:00 AM,009XX E 85TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,44,2007,-87.600766594,41.740359303
06/12/2003 01:30:00 AM,041XX W CULLERTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2003,-87.728177317,41.854360496
06/11/2004 08:00:00 PM,056XX S ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,63,2004,-87.710835883,41.790872314
10/08/2001 08:00:00 PM,042XX W 76 ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),NA,NA,2001,-87.728214519,41.754910559
08/06/2004 05:00:00 PM,016XX N HUMBOLDT BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,23,2004,-87.701881112,41.910665332
05/25/2011 02:00:00 PM,009XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,32,2011,-87.625899331,41.870334861
02/02/2006 09:00:00 AM,020XX E 70TH ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,5,43,2006,-87.574748498,41.767995707
09/26/2004 09:00:00 AM,046XX S ARCHER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14,58,2004,-87.713353914,41.808498759
12/23/2021 11:21:00 PM,0000X E 26TH ST,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,3,33,2021,-87.624663215,41.845623474
03/17/2013 02:00:00 AM,032XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,27,2013,-87.706987819,41.880962202
08/23/2001 07:00:00 AM,065XX S KENNETH AV,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,NA,NA,2001,-87.733480143,41.774291003
09/18/2008 08:45:00 AM,007XX W 82ND ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,21,71,2008,-87.643112014,41.745218198
07/04/2012 09:00:00 PM,033XX W DOUGLAS BLVD,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,24,29,2012,-87.709727154,41.862461643
08/04/2005 09:00:00 PM,012XX W EISENHOWER EXPY OB,MOTOR VEHICLE THEFT,AUTOMOBILE,HIGHWAY/EXPRESSWAY,2,28,2005,-87.657603734,41.87618991
02/22/2005 10:00:00 AM,019XX N SHEFFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,43,7,2005,-87.653341818,41.917287139
12/06/2007 10:00:00 PM,037XX W 60TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,65,2007,-87.716390563,41.783308822
10/02/2013 07:30:00 AM,030XX E 83RD ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,7,46,2013,-87.550024812,41.74467892
05/05/2009 04:00:00 PM,047XX S ARCHER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,58,2009,-87.713719196,41.808275699
08/15/2017 10:30:00 PM,025XX W PATTERSON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47,5,2017,-87.691209223,41.947612004
07/14/2008 04:00:00 PM,008XX E 38TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,36,2008,-87.606471226,41.825449227
03/25/2011 09:29:00 AM,066XX S WINCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,67,2011,-87.672532899,41.77313607
02/12/2006 04:00:00 PM,018XX N CLYBOURN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32,7,2006,-87.654317187,41.914353843
06/02/2004 04:03:25 AM,004XX N LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2004,-87.755356747,41.8883591
08/30/2022 09:00:00 AM,062XX S KEDVALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23,65,2022,-87.726461022,41.779978744
08/21/2021 01:30:00 PM,007XX S KENNETH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,26,2021,-87.736472172,41.871020381
05/14/2025 03:00:00 PM,014XX E 49TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,39,2025,-87.589615334,41.805533178
06/16/2023 02:00:00 PM,060XX S LAFLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,67,2023,-87.661904122,41.784136689
02/14/2019 04:00:00 PM,052XX S LOOMIS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),20,61,2019,-87.65984933,41.798641939
11/30/2004 03:40:00 PM,020XX W CERMAK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),25,31,2004,-87.676455032,41.85216632
03/06/2021 09:00:00 AM,006XX E 42ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,4,38,2021,-87.611215884,41.818530664
01/30/2022 01:55:00 AM,051XX W LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2022,-87.753601709,41.887090644
08/31/2005 07:45:00 PM,053XX N WINTHROP AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,48,77,2005,-87.65787885,41.978633349
09/16/2012 04:00:00 AM,038XX W WABANSIA AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,30,23,2012,-87.722334085,41.911750187
05/18/2003 04:05:00 PM,025XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,22,2003,-87.704192177,41.927102229
01/07/2002 08:30:00 AM,011XX E MIDWAY PLAISANCE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2002,-87.597208195,41.787225596
08/12/2007 09:00:00 AM,027XX W MONROE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,27,2007,-87.694752698,41.880178571
11/26/2015 11:45:00 PM,028XX W POLK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,27,2015,-87.696837157,41.871057281
11/03/2024 03:00:00 AM,001XX N MAYFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,25,2024,-87.771891717,41.883205103
12/30/2014 07:30:00 PM,089XX S OGLESBY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,48,2014,-87.567105537,41.732867348
02/29/2004 04:00:00 PM,058XX S HARLEM AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23,56,2004,-87.801271478,41.785989103
07/01/2022 11:00:00 PM,049XX W RACE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2022,-87.748910711,41.890447778
11/25/2024 08:00:00 AM,039XX W ERIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,23,2024,-87.725169084,41.892915065
04/25/2012 11:00:00 AM,074XX S EUCLID AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,43,2012,-87.577387338,41.760227538
11/15/2016 09:00:00 PM,022XX W WALTON ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,32,24,2016,-87.683183053,41.898538494
12/14/2013 04:30:00 AM,008XX N HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2013,-87.647759561,41.896790212
02/02/2004 01:55:00 AM,111XX S RACINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,34,75,2004,-87.652102257,41.692012821
07/09/2013 09:00:00 PM,029XX W 40TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,58,2013,-87.697961186,41.820928559
01/24/2001 10:00:00 AM,033XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.646025368,41.833426065
11/15/2014 09:00:00 PM,076XX S LOOMIS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17,71,2014,-87.658708022,41.754984508
02/02/2023 01:12:00 AM,074XX S DORCHESTER AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,8,43,2023,-87.590831476,41.75990631
03/14/2010 11:30:00 PM,048XX W MONROE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,28,25,2010,-87.746161049,41.879489692
10/20/2007 11:00:00 PM,027XX N HAMLIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,22,2007,-87.722059982,41.930848562
10/29/2012 08:12:00 PM,024XX S SAWYER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2012,-87.706340185,41.847281168
04/20/2016 06:30:00 AM,009XX E 55TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,41,2016,-87.603529638,41.795314911
02/05/2024 05:30:00 AM,071XX S UNIVERSITY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),5,69,2024,-87.597045801,41.76520163
02/05/2009 06:00:00 PM,010XX N KEYSTONE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,23,2009,-87.727438967,41.899513242
08/19/2020 07:00:00 PM,083XX S BIRKHOFF AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,21,71,2020,-87.640213372,41.742843388
10/20/2019 12:00:00 AM,054XX S HARPER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,41,2019,-87.589021065,41.796349721
03/13/2003 06:00:00 PM,068XX S WENTWORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2003,-87.629894088,41.770432254
08/18/2006 05:30:00 AM,023XX N HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32,22,2006,-87.680281969,41.922978624
05/25/2004 09:00:00 PM,036XX W 55TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,62,2004,-87.714157967,41.792418837
12/25/2001 12:47:46 PM,010XX N LAWNDALE AV,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,NA,NA,2001,-87.718769356,41.900367282
03/19/2023 04:30:00 PM,096XX S PERRY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,49,2023,-87.626174452,41.718898783
04/28/2006 10:45:00 PM,102XX S ST LAWRENCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,49,2006,-87.608906498,41.7079045
02/05/2023 12:00:00 AM,118XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),19,75,2023,-87.680725534,41.678015398
11/23/2005 08:30:00 AM,028XX W 26TH ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,12,30,2005,-87.695373654,41.844687823
08/27/2023 11:00:00 PM,008XX N SACRAMENTO BLVD,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,36,23,2023,-87.702267476,41.897174047
10/14/2010 09:30:00 PM,077XX S CORNELL AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,8,43,2010,-87.584485383,41.754683888
02/27/2001 07:00:00 PM,057XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),NA,NA,2001,-87.768535168,41.880296205
12/23/2012 06:00:00 PM,007XX W 21ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,31,2012,-87.645846998,41.854204543
01/29/2007 02:00:00 PM,012XX N LAVERGNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2007,-87.750876009,41.902529685
02/18/2006 01:30:00 AM,039XX W IRVING PARK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,16,2006,-87.726720518,41.953661276
12/16/2003 03:00:00 AM,018XX N LAWNDALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,22,2003,-87.719125634,41.914167204
06/12/2007 12:00:00 PM,048XX W FULTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2007,-87.747088202,41.885721129
10/08/2020 07:00:00 AM,115XX S THROOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,53,2020,-87.654294243,41.684465151
04/06/2008 11:00:00 PM,084XX S MARQUETTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,46,2008,-87.558789496,41.741972082
03/22/2009 11:15:00 AM,016XX W 75TH PL,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,17,71,2009,-87.664469363,41.757098374
07/18/2009 04:00:00 PM,023XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,32,24,2009,-87.685499425,41.899402299
10/23/2005 10:00:00 AM,015XX W 92ND ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,21,73,2005,-87.662084941,41.726693976
07/28/2011 03:00:00 PM,024XX W ERIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,26,24,2011,-87.68778976,41.893010144
05/30/2008 04:00:00 AM,082XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,6,44,2008,-87.614801011,41.744882725
11/03/2023 02:00:00 PM,048XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,3,38,2023,-87.619519131,41.806521478
10/10/2007 11:30:00 AM,089XX S HARPER AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",ALLEY,8,48,2007,-87.586827961,41.732796839
09/16/2008 05:30:00 PM,055XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,19,2008,-87.764365012,41.924002346
04/24/2010 09:00:00 PM,026XX N HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,7,2010,-87.678776445,41.929707122
03/15/2015 02:15:00 PM,053XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,3,40,2015,-87.617676981,41.797700881
12/14/2010 02:30:00 PM,044XX N HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,14,2010,-87.726617244,41.961448804
04/23/2008 03:30:00 PM,001XX N CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,27,2008,-87.696339551,41.883085308
09/25/2023 04:00:00 PM,004XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),28,27,2023,-87.70596131,41.875158002
03/02/2005 09:00:00 AM,054XX S UNIVERSITY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),4,41,2005,-87.598101133,41.796043205
01/21/2024 01:00:00 PM,026XX E 80TH ST,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,7,46,2024,-87.559803416,41.749997761
09/29/2006 05:30:00 PM,027XX W 15TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,29,2006,-87.693694608,41.861080925
08/04/2007 10:00:00 AM,103XX S DOTY AVE E,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),10,51,2007,-87.584669916,41.706615751
06/06/2014 01:00:00 PM,046XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,28,25,2014,-87.74110472,41.881864947
08/03/2004 12:01:00 AM,070XX S YALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,6,69,2004,-87.631029173,41.766520344
10/05/2008 06:00:00 PM,001XX N LAVERGNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2008,-87.750290529,41.883703945
11/05/2011 01:30:00 AM,083XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2011,-87.643814722,41.742900733
01/23/2023 06:50:00 PM,009XX N STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,8,2023,-87.628276903,41.899537224
07/07/2008 11:30:00 PM,011XX W 83RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2008,-87.651418081,41.743245239
10/29/2003 08:40:00 AM,077XX S AVALON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,8,45,2003,-87.59434423,41.754347055
02/14/2003 09:00:00 AM,044XX W THOMAS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,37,23,2003,-87.736736052,41.900676082
03/10/2005 07:30:00 PM,018XX S HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2005,-87.723631525,41.856070826
03/23/2004 12:01:00 AM,130XX S HOUSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10,55,2004,-87.548364942,41.65825989
09/23/2014 12:27:00 PM,027XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,27,2014,-87.694831781,41.881087356
10/27/2011 09:00:00 PM,108XX S AVENUE N,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,10,52,2011,-87.538909797,41.698668326
05/09/2014 11:00:00 AM,034XX W 66TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,66,2014,-87.708439845,41.77252193
09/12/2010 08:00:00 PM,048XX W RACE AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",VACANT LOT/LAND,28,25,2010,-87.746717942,41.890466784
11/02/2022 08:00:00 PM,060XX S MAJOR AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,13,64,2022,-87.764351178,41.782678193
05/16/2003 05:02:52 PM,024XX E 106TH ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,10,51,2003,-87.563705888,41.702761448
10/22/2002 10:40:00 PM,041XX N KIMBALL AVE,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,33,16,2002,-87.713012101,41.957015549
11/03/2007 01:00:00 PM,003XX W 60TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,68,2007,-87.633811522,41.78539884
11/19/2024 03:00:00 PM,018XX W MELROSE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32,5,2024,-87.674508707,41.940530614
11/11/2016 09:45:00 PM,027XX W GRANVILLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50,2,2016,-87.697806141,41.993998318
02/14/2024 09:30:00 PM,0000X W MARQUETTE RD,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,6,69,2024,-87.62711262,41.77269021
12/29/2011 04:00:00 PM,056XX S CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,63,2011,-87.693734953,41.791415051
07/26/2023 09:00:00 PM,048XX N KILBOURN AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,39,14,2023,-87.741055304,41.969452216
12/25/2016 02:00:00 AM,012XX W 108TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,75,2016,-87.6535547,41.697682979
11/23/2001 12:30:00 PM,026XX W ROSEMONT AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2001,-87.695988033,41.995928383
03/26/2012 11:00:00 PM,059XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,40,2012,-87.623882824,41.786668933
01/21/2002 09:30:00 AM,021XX E 82 ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NA,NA,2002,-87.573103441,41.746186882
08/25/2015 04:00:00 PM,051XX W 55TH ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,AIRPORT PARKING LOT,23,56,2015,-87.751396529,41.79290166
10/30/2017 06:00:00 PM,028XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),35,21,2017,-87.71390971,41.933035936
09/06/2001 01:20:00 PM,041XX W HENDERSON ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,NA,NA,2001,-87.731961851,41.941652713
12/13/2007 11:00:00 PM,012XX S KOMENSKY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2007,-87.726361298,41.86513036
10/02/2004 10:45:00 AM,025XX W CHICAGO AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,26,24,2004,-87.691049981,41.895701314
07/11/2002 04:30:00 AM,034XX N SPRINGFIELD AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,30,21,2002,-87.724874124,41.943703722
11/12/2004 02:00:00 AM,018XX W GRAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,24,2004,-87.673355388,41.890883635
07/12/2010 08:10:00 AM,001XX N FRANKLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,42,32,2010,-87.635384936,41.884657483
01/25/2010 09:30:00 AM,013XX N STATE PKWY,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,42,8,2010,-87.628779566,41.907273555
